timestamp,filename,t,p,c
2026-03-25T00:06:35.292221+00:00,t0_p0_c1_0001.jpg,0,0,1,0.183335,5.0,0.379936,0.576509
2026-03-25T00:06:35.311862+00:00,t0_p0_c1_0002.jpg,0,0,1,0.177904,5.0,0.379282,0.56519
2026-03-25T00:06:35.329658+00:00,t0_p0_c1_0003.jpg,0,0,1,0.181986,5.0,0.379433,0.573322
2026-03-25T00:06:35.346371+00:00,t0_p0_c1_0004.jpg,0,0,1,0.179087,5.0,0.378695,0.566852
2026-03-25T00:06:35.361416+00:00,t1_p0_c0_0005.jpg,1,0,0,0.66868,0.0,0.343203,0.4
2026-03-25T00:06:35.375715+00:00,t1_p0_c0_0006.jpg,1,0,0,0.645465,0.0,0.341038,0.4
2026-03-25T00:06:35.389790+00:00,t1_p0_c0_0007.jpg,1,0,0,0.578339,0.0,0.348358,0.4
2026-03-25T00:06:35.404166+00:00,t1_p0_c0_0008.jpg,1,0,0,0.217439,0.0,0.358608,0.4
2026-03-25T00:06:35.418576+00:00,t1_p0_c0_0009.jpg,1,0,0,0.212299,0.0,0.358393,0.4
2026-03-25T00:06:35.433893+00:00,t0_p0_c0_0010.jpg,0,0,0,0.203544,0.0,0.357152,0.397157
2026-03-25T00:06:35.448963+00:00,t0_p0_c0_0011.jpg,0,0,0,0.203507,0.0,0.356634,0.397085
2026-03-25T00:06:35.463577+00:00,t0_p0_c1_0012.jpg,0,0,1,0.194712,3.0,0.380673,0.519519
2026-03-25T00:06:35.478347+00:00,t0_p0_c1_0013.jpg,0,0,1,0.19046,4.0,0.380104,0.550597
2026-03-25T00:06:35.493834+00:00,t1_p0_c1_0014.jpg,1,0,1,0.336925,5.0,0.453132,0.699463
2026-03-25T00:06:35.507766+00:00,t1_p0_c1_0015.jpg,1,0,1,0.391141,5.0,0.480234,0.729336
2026-03-25T00:06:35.522227+00:00,t1_p0_c1_0016.jpg,1,0,1,0.27169,2.0,0.442821,0.568098
2026-03-25T00:06:35.536631+00:00,t1_p0_c1_0017.jpg,1,0,1,0.276683,2.0,0.443253,0.568573
2026-03-25T00:06:35.552534+00:00,t1_p0_c1_0018.jpg,1,0,1,0.248932,2.0,0.449195,0.575123
2026-03-25T00:06:35.568145+00:00,t1_p0_c1_0019.jpg,1,0,1,0.278542,3.0,0.444586,0.610043
2026-03-25T00:06:35.582071+00:00,t1_p0_c1_0020.jpg,1,0,1,0.272474,2.0,0.443459,0.568801
2026-03-25T00:06:35.596778+00:00,t1_p0_c1_0021.jpg,1,0,1,0.279336,1.0,0.445361,0.530898
2026-03-25T00:06:35.613002+00:00,t1_p0_c1_0022.jpg,1,0,1,0.627738,2.0,0.450984,0.577096
2026-03-25T00:06:35.627596+00:00,t1_p0_c1_0023.jpg,1,0,1,0.636494,1.0,0.451158,0.537287
2026-03-25T00:06:35.641867+00:00,t1_p0_c1_0024.jpg,1,0,1,0.632754,1.0,0.450958,0.537067
2026-03-25T00:06:35.657549+00:00,t1_p0_c1_0025.jpg,1,0,1,0.62057,1.0,0.450533,0.536598
2026-03-25T00:06:35.672287+00:00,t1_p0_c1_0026.jpg,1,0,1,0.617413,2.0,0.449723,0.575705
2026-03-25T00:06:35.687776+00:00,t1_p0_c1_0027.jpg,1,0,1,0.612978,2.0,0.450023,0.576036
2026-03-25T00:06:35.701694+00:00,t1_p0_c1_0028.jpg,1,0,1,0.607401,2.0,0.448775,0.574661
2026-03-25T00:06:35.716773+00:00,t1_p0_c1_0029.jpg,1,0,1,0.413115,5.0,0.482715,0.732071
2026-03-25T00:06:35.730487+00:00,t1_p0_c0_0030.jpg,1,0,0,0.66128,0.0,0.332228,0.4
2026-03-25T00:06:35.746039+00:00,t0_p1_c0_0031.jpg,0,1,0,-0.545038,25.0,0.358803,0.2
2026-03-25T00:06:35.761097+00:00,t0_p1_c1_0032.jpg,0,1,1,-0.502963,29.0,0.380694,0.219619
2026-03-25T00:06:35.776176+00:00,t0_p1_c1_0033.jpg,0,1,1,-0.522576,28.0,0.379498,0.218301
2026-03-25T00:06:35.791934+00:00,t0_p1_c1_0034.jpg,0,1,1,-0.600303,28.0,0.385573,0.224996
2026-03-25T00:06:35.809584+00:00,t0_p1_c1_0035.jpg,0,1,1,-1.037846,59.0,0.370733,0.208639
2026-03-25T00:06:35.827047+00:00,t0_p1_c0_0036.jpg,0,1,0,-0.760009,55.0,0.354302,0.2
2026-03-25T00:06:35.843391+00:00,t0_p1_c1_0037.jpg,0,1,1,-0.966286,58.0,0.3774,0.215988
